,scan,max_consecutive_b,max_consecutive_y,perc_in_ladder,QValue
640,11161,3,8,0.8888888888888888,0.0
641,12451,2,5,0.9090909090909091,0.0
642,11210,1,4,0.9090909090909091,0.0
643,6760,4,9,1.0,0.0
644,12687,3,8,1.0,0.0
645,13484,3,10,1.0,0.0
646,12610,1,8,0.6153846153846154,0.0
647,12265,3,9,0.9,0.0
648,8311,5,8,1.0,0.0
649,10141,2,7,1.0,0.0
650,11475,4,3,1.0,0.0
651,11025,2,10,0.9090909090909091,0.0
652,12024,3,10,1.0,0.0
653,9416,5,8,1.0,0.0
654,13477,3,10,1.0,0.0
655,14724,2,10,1.0,0.0
656,13024,1,11,1.0,0.0
657,13624,2,10,0.9090909090909091,0.0
658,7545,3,10,1.0,0.0
659,12254,3,8,1.0,0.0
660,8159,3,4,1.0,0.0
661,10652,2,9,1.0,0.0
662,13024,1,5,0.9,0.0
663,10239,2,9,1.0,0.0
664,6753,4,7,1.0,0.0
665,7616,6,7,1.0,0.0
666,7362,4,4,0.7777777777777778,0.0
667,7183,3,7,1.0,0.0
668,12926,1,10,0.8333333333333334,0.0
669,8574,3,10,1.0,0.0
670,10499,2,6,0.9090909090909091,0.0
671,10233,7,6,1.0,0.0
672,7145,3,7,1.0,0.0
673,14643,4,9,1.0,0.0
674,7682,2,5,1.0,0.0
675,13260,2,9,1.0,0.0
676,11758,1,9,0.8181818181818182,0.0
677,9834,4,7,1.0,0.0
678,7266,7,3,1.0,0.0
679,12758,5,6,0.8571428571428571,0.0
680,9963,5,3,0.8571428571428571,0.0
681,7314,2,6,1.0,0.0
682,12334,6,4,1.0,0.0
683,15602,2,10,1.0,0.0
684,13259,1,10,1.0,0.0
685,12231,4,6,0.75,0.0
686,8887,2,7,0.9090909090909091,0.0
687,7127,6,5,1.0,0.0
688,7039,5,4,1.0,0.0
689,9517,2,6,0.9,0.0
690,12152,4,5,0.875,0.0
691,11384,2,7,1.0,0.0
692,7312,5,7,1.0,0.0
693,6836,7,2,0.6666666666666666,0.0
694,10237,3,3,1.0,0.0
695,10965,1,8,1.0,0.0
696,15610,3,8,0.8888888888888888,0.0
697,9485,2,10,1.0,0.0
698,9077,2,10,1.0,0.0
699,10841,3,9,1.0,0.0
700,10254,3,7,1.0,0.0
701,11545,3,8,0.8888888888888888,0.0
702,16492,2,7,0.9,0.0
703,11893,3,5,0.8888888888888888,0.0
704,14538,5,5,0.7142857142857143,0.0
705,12818,3,8,0.8888888888888888,0.0
706,10557,3,6,0.8888888888888888,0.0
707,12645,2,10,1.0,0.0
708,11921,2,10,1.0,0.0
709,12655,2,9,0.9,0.0
710,12134,3,4,1.0,0.0
711,18801,1,10,0.9090909090909091,0.0
712,17005,2,6,0.9,0.0
713,9583,3,8,0.8888888888888888,0.0
714,12665,2,9,1.0,0.0
715,11440,3,6,0.8888888888888888,0.0
716,15613,4,6,1.0,0.0
717,8226,2,10,1.0,0.0
718,15403,2,10,1.0,0.0
719,17332,2,10,1.0,0.0
720,15713,3,8,0.8888888888888888,0.0
721,8699,2,10,1.0,0.0
722,15633,2,9,0.9,0.0
723,9628,4,7,0.875,0.0
724,13920,2,6,1.0,0.0
725,15848,2,8,1.0,0.0
726,13561,3,6,1.0,0.0
727,11629,3,7,1.0,0.0
728,15056,2,5,1.0,0.0
729,17463,2,8,0.8888888888888888,0.0
730,12813,3,9,1.0,0.0
731,6816,2,10,1.0,0.0
732,16332,3,9,1.0,0.0
733,10880,3,9,1.0,0.0
734,11799,4,7,0.875,0.0
735,10916,5,5,1.0,0.0
736,12864,1,9,0.9,0.0
737,13907,2,6,0.8,0.0
738,15588,2,9,0.9,0.0
739,9430,1,11,1.0,0.0
740,11265,2,9,0.9,0.0
741,12748,2,10,1.0,0.0
742,11818,3,9,1.0,0.0
743,12091,3,9,1.0,0.0
744,11764,3,9,1.0,0.0
745,11704,3,9,1.0,0.0
746,18457,3,7,1.0,0.0
747,11430,3,9,1.0,0.0
748,8267,1,6,1.0,0.0
749,11274,3,8,0.8888888888888888,0.0
750,12236,2,10,1.0,0.0
751,17780,1,9,0.9,0.0
752,16264,1,8,1.0,0.0
753,12250,3,4,0.4444444444444444,0.0
754,13859,2,9,0.9,0.0
755,16504,3,4,0.8888888888888888,0.0
756,8283,3,7,0.7777777777777778,0.0
